day,Account,daily_pnl,trade_count,win_rate,avg_trade_size,avg_leverage,long_ratio,sentiment
2024-01-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-835.681235,97,0.09278350515463918,1702.9125883505153,,0.0,Greed
2024-01-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-269.874439,128,0.25,844.6860564843751,,0.0,Greed
2024-01-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-826.349863,70,0.2571428571428571,1847.9473097142857,,0.0,Extreme Greed
2024-01-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1517.091342,193,0.21243523316062177,1037.8364329533679,,0.0,Greed
2024-01-11,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,2,0.0,0.5,,0.0,Extreme Greed
2024-01-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-164.08950099999998,19,0.2631578947368421,44.49682736842105,,0.0,Extreme Greed
2024-01-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1925.519024,7,0.0,220.32562000000001,,0.0,Greed
2024-01-15,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,152.85358,9,1.0,0.027922222222222223,,0.0,Neutral
2024-01-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,5,0.0,0.236124,,0.0,Neutral
2024-01-16,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,-3238.8,6,0.0,178.16666666666666,,0.0,Greed
2024-01-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,939.6285419999999,3,1.0,513.0602066666667,,0.0,Greed
2024-01-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,813.2741110000001,53,0.20754716981132076,76.50986150943396,,0.0,Greed
2024-01-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,68.93319,46,0.06521739130434782,2.0375169565217393,,0.0,Greed
2024-01-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-0.20400000000000001,9,0.1111111111111111,0.06888888888888889,,0.0,Neutral
2024-01-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-385.215235,39,0.1282051282051282,44.97737435897436,,0.0,Neutral
2024-01-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-146.57487000000003,106,0.14150943396226415,2420.192043962264,,0.0,Neutral
2024-01-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,266.58114600000005,11,0.2727272727272727,4022.930484545455,,0.0,Greed
2024-01-22,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1166.248788,48,0.2916666666666667,3013.9166766666663,,0.0,Greed
2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,209.39217099999996,37,0.24324324324324326,332.68832945945945,,0.0,Greed
2024-01-23,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-369.2447299999998,45,0.24444444444444444,1935.7830824444445,,0.0,Neutral
2024-01-24,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-2808.353815,68,0.14705882352941177,708.2411851470588,,0.0,Neutral
2024-01-25,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-3093.6293849999997,6,0.0,126.13833333333332,,0.0,Neutral
2024-01-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,90.2,2,0.5,20000.0,,0.0,Neutral
2024-01-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,3,0.0,18422.333333333332,,0.0,Neutral
2024-01-28,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,-2478.06972,11,0.0,97.0909090909091,,0.0,Neutral
