sentiment,mean_daily_pnl,median_daily_pnl,mean_win_rate,mean_trade_count,mean_avg_trade_size,mean_long_ratio
Extreme Fear,4619.4390530625005,218.377399,0.32965914590002776,133.75,2260.7651453904346,0.0
Extreme Greed,5161.9226438650185,418.3198625,0.3863873398662182,76.03041825095058,12979.765036125355,0.0
Fear,5328.818161336508,107.89253199999999,0.36403251387116353,98.15396825396826,6465.73065968083,0.0
Greed,3318.100729862654,158.214922,0.3435587568848799,77.62808641975309,4779.798712157173,0.0
Neutral,3438.6188179521278,167.551743,0.35541409810875263,100.22872340425532,6104.883648085873,0.0
